abandon   v.抛弃，放弃=1
bury   v.掩埋，安葬=0
bus   n.公共汽车=0
bush   n.灌木=0
bushel   n.蒲式耳(重量单位)=0
business   n.行业，买卖，商号=0
businesslike   adj.事务式的=0
busy   adj.忙碌的，热闹的=0
but   prep.但是，除了=0
butcher   n.屠夫 v.屠宰=0
butchery   n.肉食店=0
butt   n.根端 v.顶撞=0
butter   n.黄油=0
butterfly   n.蝴蝶=0
button   n.钮扣，按钮=0
buy   v.买，购买=0
buyer   n.购买者=0
buzz   v.嗡嗡叫 n.嗡嗡声=0
by   prep.在...旁边，按照=0
bygone   n.已往的，过时的=0
bypass   n.旁道，分路=0
by-product   n.副产品 =0
cab   n.出租汽车=0
cabbage   n.卷心菜；圆白菜=0
cabin   n.小屋，船舱=0
cabinet   n.橱柜，内阁=0
cable   n.电缆，海底电报=0
cafe   n.咖啡馆=0
cafeteria   n.自助餐厅=0
cage   n.笼子，鸟笼=0
cake   n.糕，饼=0
calculate   v.计算，估计=0
calculation   n.计算(结果)=0
calculus   n.微积分=0
calendar   n.日历=0
calf   n.小牛，腿肚子=0
calibration   n.刻度，核定=0
call   v.叫，称为，打电话=0
calm   adj.宁静的，镇静的=0
calmly   adv.平静地，沉着地=0
calorie   n.热卡，卡路里=0
camel   n.骆驼=0
camera   n.照相机=0
camp   n.帐篷，野营 n.宿营=0
campaign   n.战役，运动=0
camping   n.野营=0
campus   n.校园=0
can   v.aux.能，会，可以=0
canada   n.加拿大=0
canadian   adj.,n.加拿大的(人)=0
canal   n.运河，渠道=0
canary   n.金丝雀=0
cancel   v.删除，取消=0
cancellation   n.删除，取消=0
cancer   n.癌=0
candid   adj.坦白的，直率的=0
candidate   n.候选人=0
candle   n.蜡烛=0
candy   n.糖果=0
cane   n.手杖，(藤、竹的)茎=0
canned   adj.罐装的=0
cannon   n.大炮=0
canoe   n.独木舟，游艇=0
canon   n.规范，准则=0
canteen   n.食堂=0
canvas   n.帆布，画布=0
canvass   v.游说=0
cap   n.帽子，盖子 v.覆盖=0
capability   n.才能，能力=0
capable   adj.有能力的=0
capacity   n.容量，容积，资格=0
cape   n.披肩，岬，海角=0
capita   n.人=0
capital   n.首都，资本=0
capital-intensive   adj.资本密集型的=0
capitalism   n.资本主义=0
capitalist   adj.资本主义的=0
capitalization   n.资本化=0
capitalize   v.大写，资本化=0
captain   n.队长，船长，上尉=0
caption   n.标题=0
captive   adj.被俘虏的 n.俘虏=0
capture   v.,n.俘获，捉拿=0
car   n.小汽车=0
caravan   n.车队，大蓬车=0
carbon   n.碳，复写纸=0
card   n.卡片，纸牌，名片=0
cardboard   n.硬纸板=0
cardinal   adj.主要的=0
care   n.注意，小心 v.关心=0
career   n.职业，生涯=0
careful   adj.小心的，仔细的=0
careless   adj.粗心的，不关心的=0
carelessness   n.粗心=0
cargo   n.货物=0
carol   n.颂歌=0
carpenter   n.木匠=0
carpet   n.地毯=0
carriage   n.马车，(火车)车厢=0
carrier   n.运载工具，媒介=0
carrot   n.胡萝卜=0
carry   v.搬运，携带=0
cart   n.手推车=0
carton   n.纸箱=0
cartoon   n.漫画，动画片=0
cartridge   n.弹仓=0
carve   v.雕刻，切=0
carving   n.雕塑=0
case   n.事实，案例，箱子=0
cash   n.现金 v.兑现=0
cashier   n.出纳=0
cassette   n.小盒，磁盘盒=0
cast   v.掷，投射，铸造=0
castle   n.城堡=0
casual   adj.偶然的，随便的=0
casualty   n.伤亡=0
cat   n.猫=0
catalog   n.(商品)目录=0
catastrophe   n.灾难=0
catalyst   n.催化剂=0
catch   v.捕获，染病 n.捉=0
category   n.种类，范畴=0
cater   v.提供=0
cathedral   n.大教堂=0
catholic   adj.天主教的=0
cattle   n.牛(总称)=0
cause   n.原因，理由，事业=0
caution   n.谨慎，告诫=0
cautious   adj.谨慎的，当心的=0
cavalry   n.骑兵，马术=0
cave   n.洞穴，山洞=0
cavern   n.酒馆=0
cavity   n.坑，孔穴=0
cease   v.停止，平息=0
ceiling   n.天花板=0
celebrate   v.庆祝=0
celebration   n.庆祝仪式=0
celery   n.芹菜=0
cell   n.细胞，牢房，电池=0
cellar   n.地窖，地下室=0
cement   n.水泥=0
cemetery   n.墓场=0
censor   v.审查=0
censorship   n.审查=0
cent   n.分币=0
centigrade   adj.摄氏的=0
centimeter   n.厘米=0
central   adj.中心的，中央的=0
center   n.中心 v.集中=0
century   n.世纪=0
cereal   n.谷物=0
ceremonial   adj.仪式的=0
ceremony   n.仪式，典礼，礼节=0
certain   adj.确信的，一定的=0
certainly   adv.一定，当然，行=0
certainty   n.确实，必然的事=0
certificate   n.证书，执照=0
certification   n.证明=0
certify   v.证明=0
chain   n.链条，一系列，锁链=0
chair   n.椅子=0
chairman   n.主席，董事长=0
chairperson   n.主席(无性别之分)=0
chairwoman   n.女主席，女董事长=0
chalk   n.白垩，粉笔=0
challenge   n.,v.挑战，质问=0
challenging   adj.具有挑战性的=0
chamber   n.房间=0
champion   n.优胜者，冠军=0
championship   n.锦标(赛)=0
chance   n.机会，可能性=0
change   n.变化，零钱 v.改变=0
changeable   adj.变化的=0
channel   n.沟渠，途径，频道=0
chaos   n.混乱=0
chap   n.伙计=0
chapter   n.章，节=0
character   n.性格，角色，特牲=0
characteristic   n.特征，特性=0
characteristical   adj....特征的=0
characterize   v.具有...特征=0
charcoal   n.木炭=0
charge   v.收费，冲向，控告=0
charity   n.施舍，仁慈=0
charm   n.魅力 v.迷惑=0
charming   adj.迷人的=0
chart   n.图表 v.制定计划=0
charter   n.特许证，宪章=0
chase   v.追逐，驱除=0
chat   v.聊天=0
chatter   v.喋喋不休，啁啾=0
cheap   adj.便宜的，可鄙的=0
cheat   v.欺骗，作弊 n.骗子=0
cheating   n.欺骗行为=0
check   v.检验，核对 n.支票=0
check-out   n.结帐，离店时限=0
check-up   n.核对，检查=0
cheek   n.颊，脸=0
cheeky   adj.胖乎乎的=0
cheer   n.喝彩 v.向...喝彩=0
cheerful   adj.快活的=0
cheese   n.干酪，奶酪=0
chemical   adj.化学的=0
chemist   n.化学家，药剂师=0
chemistry   n.化学=0
cheque   n.支票=0
cherish   v.珍爱，怀有=0
cherry   n.樱桃=0
chess   n.国际象棋=0
chest   n.胸膛，柜子=0
chestnut   n.栗树，栗子=0
chew   v.咀嚼=0
chick   n.小鸡=0
chicken   n.鸡，鸡肉=0
chief   adj.首席的，首要的=0
chiefly   adv.多半，首要地=0
child   n.孩子，儿童=0
childhood   n.童年=0
childish   adj.孩子气的=0
childlike   adj.孩子似的，天真的=0
chill   n.寒意 v.冷却=0
chilly   adj.凉的，冷淡的=0
chimney   n.烟囱=0
chin   n.下巴，下颊=0
china   n.中国=0
china   n.瓷器，陶瓷=0
chinese   adj.,n.中国的=0
chip   n.片，屑，缺口=0
chocolate   n.巧克力=0
choice   n.选择，选中的人或物=0
choke   v.闷死，窒息，阻塞=0
choose   v.选择，愿意=0
chop   v.劈，剁 n.带骨肉=0
chorus   n.合唱队，齐声=0
christ   n.基督=0
christian   adj.基督教的n.基督徒=0
christianity   n.基督教(精神)=0
christmas   n.圣诞节=0
church   n.教堂=0
cif   n.(缩)到岸价=0
cigar   n.雪茄=0
cigarette   n.卷烟=0
cinema   n.电影院=0
circle   n.圆，果 v.画圈于=0
circular   adj.圆圈的=0
circuit   n.巡回，电路=0
circulate   v.循环，流通，流传=0
circulation   n.循环，销路，周转=0
circumference   n.周围，圆周=0
circumstance   n.情况，环境=0
circus   n.马戏团=0
cite   v.引证，举例=0
citizen   n.公民，市民=0
citizenship   n.公民权=0
city   n.城市=0
civil   adj.民用的，民事的=0
civilization   n.文明，民族文化=0
civilize   v.使...文明，开化=0
claim   v.要求，索赔，声称=0
clamp   n.夹子 v.夹紧=0
clap   v.排手，鼓掌=0
clarify   v.弄清(问题)=0
clarification   n.澄清=0
clash   v.,n.碰撞，冲突=0
clasp   n.扣子 v.紧握(抱)=0
class   n.阶级，种类，班级=0
classic   n.经典作品=0
classical   adj.经典的，古典的=0
classification   n.分类=0
classify   v.分类，分等=0
classmate   n.同班同学=0
classroom   n.教室=0
clatter   v.咔嗒响 n.卡嗒响=0
clause   n.条款，从句=0
claw   n.爪=0
clay   n.黏土=0
clean   adj.清洁的，干的=0
clear   adj.清楚的，明确的=0
clearance   n.结关=0
clearly   adv.清晰地，无疑地=0
clench   v.咬紧，握紧，决定=0
clerk   n.办事员，职员，店员=0
clever   adj.聪明的，灵巧的=0
cleverness   n.聪明，机灵=0
client   n.当事人，顾客，用户=0
clientele   n.顾客(总称)=0
cliff   n.悬崖，峭壁=0
climate   n.气候=0
climax   n.顶点，高潮=0
climb   v.爬，攀登，上升=0
cling   v.粘住，依附=0
clinic   n.诊所=0
clip   n.夹子，卡子 v.夹住=0
cloak   n.外套，借口=0
clock   n.时钟=0
clockwise   adj.,adv.顺时针的=0
close   v.关闭，结束 n.终结=0
closed   adj.关闭的，停业的=0
close down   n.倒闭=0
closely   adv.紧密地，严密地=0
closet   n.壁橱=0
cloth   n.织物，布，衣料=0
clothe   v.给...着衣=0
clothes   n.衣服(总称)=0
clothing   n.服装(总称)=0
cloud   n.云=0
cloudy   adj.多云的=0
clown   n.小丑，丑角=0
club   n.俱乐部，会，棍棒=0
clue   n.线索=0
clumsy   adj.笨拙的，愚蠢的=0
cluster   n.群，串=0
clutch   v.,n.抓紧=0
c/o   v.(缩)请转交...=0
coach   n.客车，教练=0
coal   n.煤=0
coarse   adj.粗糙的，粗的=0
coast   n.海岸，海滨=0
coastal   adj.沿海的=0
coat   n.上衣，涂层=0
cock   n.公鸡=0
cocktail   n.鸡尾酒=0
code   n.法规，代码，密码=0
codify   v.编码=0
coefficient   n.系数=0
coffee   n.咖啡=0
coffin   n.棺材=0
coherence   n.凝聚性=0
coherent   adj.有条理的，粘着的=0
cohesion   n.凝聚力，团结=0
cohesive   adj.有粘性的=0
coil   v.卷曲 n.一卷，线圈=0
coin   n.硬币，创造新词=0
coinage   v.重合，一致=0
coincide   n.巧合，同时发生=0
coincidence   adj.同时发生的=0
coincident   adj.冷，冷冰冰的=0
coldness   n.寒冷，冷淡=0
collaborate   v.协作，勾结=0
collaboration   n.协作，通敌=0
collapse   v.倒塌 v.坍塌=0
collar   n.领子=0
colleague   n.同事，同行=0
collect   v.收集，征收，聚集=0
collection   n.收集，收藏=0
collective   n.集体 adj.集体的=0
college   n.学院=0
collide   v.猛烈碰撞，冲突=0
collision   n.猛烈碰拉，冲突=0
colonel   n.上校=0
colonial   adj.殖民的，殖民地的=0
colonist   n.殖民者，移民=0
colonist   n.殖民主义=0
colony   n.殖民地=0
color   n.颜色，色彩，气色=0
color-blind   adj.色盲的=0
colorful   adj.色彩丰富的=0
colorless   adj.无色的=0
column   n.圆柱，栏=0
columnist   n.专栏作家=0
comb   v.梳 n.梳子=0
combat   v.,n.战斗，斗争=0
combination   n.混合，组合=0
combine   v.组合，化合，结合=0
come   v.来到，出现，发生=0
comedian   n.喜剧演员=0
comedy   n.喜剧=0
comfort   n.舒适，慰藉 v.安慰=0
comfortable   adj.舒适的，自在的=0
comic   adj.喜剧的，滑稽的=0
command   v.,n.命令，控制=0
commander   n.司令，指挥官=0
commemorate   n.纪念=0
commemoration   v.纪念=0
commence   v.开始=0
commend   v.称赞，推荐=0
commandment   n.称赞=0
comment   n.,v.评论=0
commerce   n.商业=0
commercial   adj.商业的，商务的=0
commission   n.,v.委托，委任=0
commit   v.委托，犯(错误)=0
commitment   n.责任=0
committee   n.委员会=0
commodity   n.商品=0
common   adj.共同的，普通的=0
commonly   adv.通常，平常=0
commonplace   adj.平凡的，平淡的=0
commonsense   n.常识=0
commonwealth   n.共同体，联邦=0
commune   n.公社=0
communicate   v.传播，通讯=0
communication   n.通信，通讯系统=0
communicative   adj.通讯的=0
communism   n.共产主义=0
communist   n.共产主义者=0
community   n.团体，共同体，群体=0
compact   adj.严密的，紧凑的=0
companion   n.同伴，伴侣=0
company   n.公司，同伴=0
comparable   adj.可比较的=0
comparative   adj.比较的，相当的=0
comparatively   adv.比较地=0
compare   v.比较，比作=0
comparison   n.比较=0
compass   n.指南针，圆规=0
compatible   adj.可兼容的，一致的=0
compel   v.强迫，逼迫=0
compensate   v.赔偿，补偿，酬报=0
compensation   n.赔偿，补偿=0
compete   v.竞争，比赛=0
competent   adj.称职的，有能力的=0
competition   n.竞争，比赛=0
competitive   adj.竞争的=0
competitiveness   n.竞争能力=0
competitor   n.竞争者，对手=0
compile   v.编(书)，编辑=0
complain   v.抱怨，控诉=0
complaint   n.怨言，控告=0
complement   n.补充，余数=0
complete   v.完成，结束=0
completely   adv.完全地，十分=0
completion   n.完成，完满=0
complex   adj.综合的，复杂的=0
complexity   n.复杂性=0
compliance   n.顺从，应允=0
complicate   v.使复杂=0
complicated   adj.错综复杂的=0
compliment   n.,v.称赞，问候=0
complimentary   adj.称赞的=0
comply   v.履行，遵守=0
component   n.成分，组分=0
componential   adj.成分的=0
compose   v.由...组成，作曲=0
composed   adj.镇静的=0
composer   n.作曲家=0
composite   adj.合成的，组合的=0
composition   n.作文，组成=0
compound   n.化合物 v.混合=0
comprehend   v.理解，了解=0
comprehension   n.理解=0
comprehensive   adj.综合的，广泛的=0
compress   v.压缩=0
compression   n.压缩，凝缩=0
comprise   v.包括，由...组成=0
compromise   n.,v.妥协，和解=0
compels   v.强迫=0
compulsory   adj.强制的，必修的=0
computation   n.计算=0
compute   v.计算=0
computer   n.计算机=0
computerization   n.计算机化=0
computerize   v.使...计算机化=0
comrade   n.同志=0
conceal   v.隐瞒，隐藏=0
concede   v.让步，输=0
conceit   n.自负，自大=0
conceited   adj.自负的=0
conceive   v.想象，怀孕=0
concentrate   v.集中，浓缩=0
concentrated   adj.全神贯注的=0
concentration   n.专心，浓度=0
concept   n.概念=0
conception   n.想法，概念=0
conceptive   adj.概念的=0
concern   v.涉及，关心 n.商行=0
concerned   adj.有关的=0
concerning   prep.关于=0
concert   n.音乐会=0
concerted   adj.齐心协力的=0
concess   v.让步=0
concession   n.让步，减免，租界=0
concise   adj.简明的，简要的=0
conclude   v.结束，缔结，断定=0
conclusion   n.结束，结论=0
conclusive   adj.结束的，结论性的=0
concrete   n.混凝土 adj.具体的=0
concur   v.同地发生=0
concurrence   n.合作，并发=0
concurrent   adj.同时发生的=0
condemn   v.谴责，判刑=0
condemnation   n.谴责，判决=0
condensation   n.凝聚=0
condense   v.凝结，冷凝，精简=0
condenser   n.冷凝器，聚光器=0
condition   n.状态，情形，条件=0
conditional   adj.有条件的=0
conduce   v.导致，有益于=0
conducive   adj.有助于...的=0
conduct   n.行为，管理 v.为人=0
conduction   n.传导，传热=0
conductor   n.(乐队)指挥，售票员=0
cone   n.锥体，锥形=0
confer   v.授予，颁布，商议=0
conference   n.会议=0
confess   v.坦白，供认=0
confession   n.供认，自由=0
confide   v.委托，吐露秘密=0
confidence   n.信任，信心=0
confident   adj.确信的，自信的=0
confidential   adj.机密的=0
confine   v.限制=0
confinement   n.限制=0
confirm   v.证实，确认，批准=0
confirmation   n.确认=0
conflict   v.,n.冲突，斗争=0
conform   v.遵守，使...一致=0
conformity   n.遵照，一致=0
confront   v.面对，与...相对=0
confrontation   n.面对，对峙=0
confuse   v.混淆，弄糊涂，搅乱=0
confusion   n.混乱，糊涂=0
congestion   n.阻塞，消化不良=0
congratulate   v.祝贺=0
congratulation   n.祝贺，贺辞=0
congress   n.(代表)大会，国会=0
congressman   n.国会议员=0
conjunction   n.连词，联结=0
connect   v.连接，联想=0
connection   n.联系，社会关系=0
conquer   v.征服，战胜=0
conqueror   n.征服者，胜利者=0
conquest   n.征服=0
conscience   n.良心，良知=0
conscientious   adj.有良心的=0
conscientiously   adv.认真地=0
conscious   adj.意识到的，自觉的=0
consciousness   n.知觉，意识=0
consecutive   adj.连续的，连贯的=0
consent   v.,n.同意，允许=0
consequence   n.后果，重要性=0
consequently   adv.因而，所以=0
conservation   n.保护，保存=0
conservative   adj.保守的，稳健的=0
consider   v.考虑，以为，体谅=0
considerable   adj.相当的，可观的=0
considerably   adv.相当=0
considerate   adj.考虑周全的=0
consideration   n.考虑，照顾=0
consign   v.委托，托运货物=0
consignment   n.委托，货物=0
consist   v.由...组成=0
consistency   n.一致(性)=0
consistent   adj.始终如一的，符合=0
console   v.安慰=0
consolidate   v.团结=0
consolidated   adj.加固的，统一的=0
consolidation   n.团结=0
consonant   adj.响亮的=0
conspicuous   adj.显眼的，出众的=0
conspiracy   n.阴谋=0
constable   adv.警官=0
constant   adj.不变的，恒定的=0
constantly   adv.经常地=0
constituent   adj.组成的 n.成分=0
constitute   v.组成，构成，设立=0
constitution   n.宪法，章程=0
constitutive   adj.宪法的，章程的=0
constraint   n.强制，拘束=0
construct   v.建设，建立=0
construction   n.建设，建筑=0
construe   v.翻译，解释=0
consul   n.领事=0
consulate   n.领事馆=0
consult   v.咨询，磋商=0
consultant   n.咨询顾问(公司)=0
consultation   n.咨询=0
consume   v.消费，消耗=0
consumer   n.消费者，用户=0
consumption   n.消费，消耗量=0
contact   n.,v.接触，联系=0
contain   v.含有，容纳，抑制=0
container   n.容器，集装箱=0
